bucket_ratio,lam,cv_mse,u_O_starters,u_D_starters,eblup_O_starters,eblup_D_starters,eblup_O_bench,eblup_D_bench,eblup_OD_all,u_OD_all,cv_mse_minus_base
,23258.049332526516,3528.046154034893,2.0482144643730145,1.8109344577317157,0.9922962105547731,1.1218361284619334,0.3225273885811188,0.4970321600012849,1.0349335393897365,1.9461130142808871,0.0
0.5,37356.16361394183,3528.0714274603242,1.8029843811455202,1.6161656682868408,0.9874725153442164,1.1198194628218918,0.314610673574489,0.44908662631393875,1.0305883586456601,1.7290712167847346,0.025273425431350915
0.7,29475.94775756986,3528.0478321126043,1.9065396119641815,1.6980547190077937,0.9897060514968116,1.1214977956637977,0.3179546192644638,0.47147586967093547,1.0328187130131465,1.8230701124110622,0.0016780777114036027
