lam_ratio,lam,mean_mse,diff_vs_best,diff_se,in_1se_band,reml_neg2ll
0.25,100.0,6792.735597177738,154.21586327435688,5.113359355407625,False,7387.225989490747
0.25,126.73439348306668,6781.146290244977,142.62655634159654,4.97073408158722,False,6541.500588411931
0.25,160.61606491520791,6769.2089901859235,130.6892562825413,4.809532556511215,False,5744.458403419238
0.25,203.55579570665742,6757.057824435321,118.53809053194018,4.626376557785715,False,4999.164772812743
0.25,257.9752030884629,6744.848506942483,106.32877303910136,4.419806636200952,False,4308.202892226167
0.25,326.9433089708729,6732.751619308282,94.23188540489937,4.190737939377172,False,3673.5380468084477
0.25,414.3496196577045,6720.943486617667,82.42375271428591,3.9423502239009824,False,3096.4005272998475
0.25,525.1234773725855,6709.595870647533,71.07613674415134,3.679379102180617,False,2577.2018233423587
0.25,665.5120540853359,6698.86612556873,60.3463916653498,3.40704265641201,False,2115.4953949290793
0.25,843.4326653017499,6688.889302716647,50.36956881326587,3.1300080067096476,False,1709.9865401894785
0.25,1068.9192728082367,6679.7730013893,41.25326748591906,2.851773377574033,False,1358.5877210334875
0.25,1354.6883572171257,6671.594886216675,33.07515231329417,2.574626726675337,False,1058.5092642118689
0.25,1716.8560731048442,6664.402172672625,25.882438769243162,2.3000655227801925,False,806.3729730700143
0.25,2175.8471312266224,6658.212288736783,19.692554833401847,2.0293786625014953,False,598.3380489195697
0.25,2757.546664878766,6653.014280888581,14.494546985198394,1.7640869004623554,False,430.23277671821415
0.25,3494.760040746641,6648.771013252587,10.251279349206197,1.5060824420535655,False,297.68877752823755
0.25,4429.06294132883,6645.422468756374,6.902734852992035,1.2574953017766932,False,196.2753620436415
0.25,5613.146055676366,6642.890368396434,4.370634493051694,1.0204452696054347,False,121.62968400074169
0.25,7113.78660898013,6641.083975764848,2.5642418614670532,0.796884386444904,False,69.57557971519418
0.25,9015.614312570586,6639.9065373575895,1.3868034542087115,0.5887645368089394,False,36.22214593458921
0.25,11425.884117808895,6639.261482271979,0.7417483685965636,0.39908105305190406,False,18.03363106190227
0.25,14480.524936783147,6639.05738567971,0.5376517763290394,0.23679182019421788,False,11.86558777699247
0.25,18351.805451796346,6639.210898504922,0.6911646015403676,0.14499518379391252,False,14.968029480427504
0.25,23258.049332526516,6639.6474030890295,1.127669185648665,0.1978967712731574,False,24.9630554090254
0.25,29475.94775756986,6640.29991760291,1.7801836995289704,0.310948726720341,False,39.809562149690464
0.25,37356.16361394183,6641.107376325395,2.587642422013778,0.42553643974352273,False,57.768660094588995
0.25,47343.107384671224,6642.013494364396,3.493760461014972,0.5304080969740353,False,77.37926068622619
0.25,60000.0,6642.966910657243,4.447176753862005,0.623090331989334,False,97.4457153165713
0.33,100.0,6787.074652714885,148.5549188115041,5.014449761544925,False,6808.948659977177
0.33,126.73439348306668,6775.092325475479,136.57259157209666,4.872699973153114,False,5985.072241108399
0.33,160.61606491520791,6762.781160191966,124.26142628858543,4.704236024605654,False,5212.271834306885
0.33,203.55579570665742,6750.289583943147,111.76985003976588,4.50545614359854,False,4493.637089039665
0.33,257.9752030884629,6737.790380343385,99.27064644000384,4.275818918358761,False,3831.712462862488
0.33,326.9433089708729,6725.473619049417,86.95388514603601,4.018148683221791,False,3228.3463326559868
0.33,414.3496196577045,6713.536474349727,75.01674044634547,3.738168358632104,False,2684.5583327086642
0.33,525.1234773725855,6702.171015112402,63.65128120902064,3.4433550874574492,False,2200.4418820375577
0.33,665.5120540853359,6691.551659740662,53.03192583728105,3.141476223696451,False,1775.116735440679
0.33,843.4326653017499,6681.824108815582,43.304374912200366,2.839291300090798,False,1406.7403916646726
0.33,1068.9192728082367,6673.097172553475,34.57743865009361,2.5418196919402307,False,1092.578958883416
0.33,1354.6883572171257,6665.4382303546345,26.918496451254214,2.252300020139021,False,829.1301491428167
0.33,1716.8560731048442,6658.872415459283,20.352681555902564,1.9726512979776278,False,612.285499972757
0.33,2175.8471312266224,6653.385198862428,14.865464959048222,1.7040726468894125,False,437.5162975634448
0.33,2757.546664878766,6648.9278189914885,10.408085088107327,1.447474315573544,False,300.0672590220347
0.33,3494.760040746641,6645.424817185389,6.905083282007399,1.2036397972870514,False,195.14274641824886
0.33,4429.06294132883,6642.7827199474705,4.262986044089303,0.9732177353507498,False,118.07170962449163
0.33,5613.146055676366,6640.898739798082,2.3790058946999126,0.7567324635853033,False,64.44006327772513
0.33,7113.78660898013,6639.6683885137445,1.148654610363701,0.5548217256111185,False,30.183277239091694
0.33,9015.614312570586,6638.99116073617,0.47142683278962066,0.3691461677461079,False,11.63742614723742
0.33,11425.884117808895,6638.77387707912,0.25414317573904555,0.2067780958779876,False,5.552850970067084
0.33,14480.524936783147,6638.931760540671,0.4120266372901824,0.11485104265405507,False,9.079675721470267
0.33,18351.805451796346,6639.3877820204825,0.8680481171011707,0.18521847547942039,False,19.737584958784282
0.33,23258.049332526516,6640.071176350747,1.5514424473658437,0.3057943582954708,False,35.382652778411284
0.33,29475.94775756986,6640.916165741076,2.396431837694763,0.423070706524667,False,54.18115842714906
0.33,37356.16361394183,6641.861697179685,3.3419632763039773,0.5292106150334102,False,74.59466205304489
0.33,47343.107384671224,6642.852429740475,4.33269583709407,0.622610111394135,False,95.37395959929563
0.33,60000.0,6643.840555052772,5.3208211493916675,0.7032517947444329,False,115.55462421290576
0.5,100.0,6777.672632081709,139.1528981783278,4.874463462362004,False,5993.444881700678
0.5,126.73439348306668,6765.148224086949,126.62849018356755,4.720288868444501,False,5207.609681253089
0.5,160.61606491520791,6752.359153002067,113.83941909868535,4.526838188174759,False,4476.446513038129
0.5,203.55579570665742,6739.4816824104955,100.96194850711508,4.292506709700147,False,3802.9297343979124
0.5,257.9752030884629,6726.719091727205,88.19935782382363,4.020037294778547,False,3189.3596449820325
0.5,326.9433089708729,6714.292345344494,75.77261144111326,3.7162199989869826,False,2637.1897070356645
0.5,414.3496196577045,6702.426452176274,63.90671827289352,3.3907958222604804,False,2146.877599132713
0.5,525.1234773725855,6691.333896112995,52.81416220961455,3.0548139350869192,False,1717.7829298311844
0.5,665.5120540853359,6681.197538192542,42.67780428916158,2.718876587181966,False,1348.1327223300468
0.5,843.4326653017499,6672.15585093563,33.636117032248514,2.3917452983085368,False,1035.0685503128916
0.5,1068.9192728082367,6664.293062457755,25.773328554374167,2.0796233733139826,False,774.7775477168616
0.5,1354.6883572171257,6657.63585530544,19.116121402058887,1.7861371644166364,False,562.6960351839662
0.5,1716.8560731048442,6652.156968513651,13.637234610268933,1.512778703087989,False,393.7624257009011
0.5,2175.8471312266224,6647.784726556594,9.264992653212904,1.259494729116558,False,262.6881979445461
0.5,2757.546664878766,6644.416447304435,5.896713401053603,1.0252182113448465,False,164.21373308147304
0.5,3494.760040746641,6641.933065216853,3.413331313471281,0.808309837052627,False,93.32003168109804
0.5,4429.06294132883,6640.212275212145,1.6925413087627021,0.606980430754901,False,45.37688086088747
0.5,5613.146055676366,6639.138089994852,0.6183560914698318,0.41980364394582864,False,16.22101383516565
0.5,7113.78660898013,6638.605791683966,0.08605778058608848,0.2467468433174452,True,2.17142101097852
0.5,9015.614312570586,6638.522556426307,0.002822522925271187,0.0968668276940249,True,0.0
0.5,11425.884117808895,6638.805140635678,0.28540673229708774,0.10171276162332675,False,6.881300882901996
0.5,14480.524936783147,6639.37658354519,0.8568496418092764,0.23013653847648288,False,20.34378705197014
0.5,18351.805451796346,6640.163741892288,1.6440079889072876,0.3557614704963294,False,38.23753342637792
0.5,23258.049332526516,6641.096735894165,2.5770019907840833,0.4698818615376902,False,58.72249551769346
0.5,29475.94775756986,6642.110383619412,3.5906497160305664,0.5710609563077675,False,80.2713966597803
0.5,37356.16361394183,6643.146850252308,4.627116348926757,0.6591358070814337,False,101.67540701595135
0.5,47343.107384671224,6644.15835489776,5.638620994378289,0.7345875343843815,False,122.04067925270647
0.5,60000.0,6645.108930823039,6.589196919658389,0.7983225663943814,False,140.7684756112285
0.75,100.0,6767.517799836288,128.99806593290705,4.7258072813817185,False,5265.096827975009
0.75,126.73439348306668,6754.586625955968,116.0668920525879,4.544044571973368,False,4522.505953947082
0.75,160.61606491520791,6741.505827795801,102.9860938924201,4.314536733897946,False,3837.8187918413896
0.75,203.55579570665742,6728.482483506725,89.96274960334395,4.039439744578217,False,3213.658715636935
0.75,257.9752030884629,6715.748263658313,77.22852975493188,3.7254485940357855,False,2651.8142461483367
0.75,326.9433089708729,6703.545915178768,65.02618127538771,3.382953059064601,False,2153.0588347818702
0.75,414.3496196577045,6692.111135361379,53.59140145799829,3.0245878404783406,False,1717.0107596837915
0.75,525.1234773725855,6681.652209578011,43.132475674629674,2.6634464965584166,False,1342.0611565704457
0.75,665.5120540853359,6672.330930793859,33.81119689047755,2.311344903863415,False,1025.3934651210438
0.75,843.4326653017499,6664.248570618007,25.72883671462605,1.9775088318434586,False,763.1053173951805
0.75,1068.9192728082367,6657.439816856619,18.920082953237397,1.6679078173887514,False,550.4261682382785
0.75,1354.6883572171257,6651.875835759027,13.356101855646557,1.3852414952316385,False,382.00525069236755
0.75,1716.8560731048442,6647.475507515808,8.955773612427402,1.1294187380948402,False,252.23015532176942
0.75,2175.8471312266224,6644.122077532037,5.602343628655399,0.8983170900396644,False,155.53079382074066
0.75,2757.546664878766,6641.681462495586,3.1617285922060545,0.6886440681463635,False,86.62833912135102
0.75,3494.760040746641,6640.018450168044,1.4987162646635626,0.49677297813772797,False,40.70249494723976
0.75,4429.06294132883,6639.007959714485,0.4882258111038027,0.31945188365377575,False,13.469386618118733
0.75,5613.146055676366,6638.5401176289115,0.02038372553033696,0.15429578453855441,True,1.1816377770155668
0.75,7113.78660898013,6638.519733903381,0.0,0.0,True,0.5769546651281416
0.75,9015.614312570586,6638.862290186681,0.3425562832988362,0.14373064953197948,False,8.807913613971323
0.75,11425.884117808895,6639.489242604803,0.9695087014213641,0.27647364099240873,False,23.38194403401576
0.75,14480.524936783147,6640.325038215667,1.8053043122852614,0.3974875099106732,False,42.12831790326163
0.75,18351.805451796346,6641.296974834479,2.7772409310984587,0.5060931131096938,False,63.19321529613808
0.75,23258.049332526516,6642.337545105675,3.8178112022938877,0.6019448637338113,False,85.05100724892691
0.75,29475.94775756986,6643.38789383242,4.868159929038666,0.685154990955273,False,106.51451994362287
0.75,37356.16361394183,6644.400831202295,5.881097298913301,0.7562861992650642,False,126.72998197190464
0.75,47343.107384671224,6645.342350084368,6.822616180986552,0.8162582568720264,False,145.15048127016053
0.75,60000.0,6646.1913661227345,7.671632219352796,0.8662188772850189,False,161.490362431854
1.0,100.0,6759.847294238463,121.32756033508194,4.601241068985946,False,4794.466855779756
1.0,126.73439348306668,6746.752219546377,108.23248564299483,4.3946784326487025,False,4085.9198390934616
1.0,160.61606491520791,6733.623330263569,95.10359636018784,4.138297823149147,False,3437.1685873034876
1.0,203.55579570665742,6720.686443772613,82.16670986923091,3.8370259049022555,False,2850.4131317529827
1.0,257.9752030884629,6708.185457744692,69.6657238413105,3.4999143227007785,False,2326.899214202538
1.0,326.9433089708729,6696.365679993481,57.845946090099645,3.139098534592647,False,1866.751695200568
