side,feature,beta,se,run,window,window_mid,first_season,last_season,lam,label,sign_convention
D,blk,0.6715000172660717,0.13753814792099328,base,2009-2011,2010.0,2009,2011,7113.8,BLK (defense),D flipped: positive = good on both sides
D,pf,-0.02928136196417054,0.07481405217282604,base,2009-2011,2010.0,2009,2011,7113.8,PF (defense),D flipped: positive = good on both sides
O,fg3m,0.9662537166507235,0.16693668503107656,lam_x3,2009-2011,2010.0,2009,2011,21341.4,3PM (offense),D flipped: positive = good on both sides
O,fg3_miss,0.09787744524044031,0.10276451911710745,lam_x3,2009-2011,2010.0,2009,2011,21341.4,3P miss (offense),D flipped: positive = good on both sides
O,fg2m,0.5783667456482743,0.06540840293624998,lam_x3,2009-2011,2010.0,2009,2011,21341.4,2PM (offense),D flipped: positive = good on both sides
O,fg2_miss,-0.4564212863421113,0.05624525666478945,lam_x3,2009-2011,2010.0,2009,2011,21341.4,2P miss (offense),D flipped: positive = good on both sides
O,ftm,0.5891068000626749,0.05544457609242312,lam_x3,2009-2011,2010.0,2009,2011,21341.4,FTM (offense),D flipped: positive = good on both sides
O,ft_miss,-0.20249451737478985,0.1401371717326996,lam_x3,2009-2011,2010.0,2009,2011,21341.4,FT miss (offense),D flipped: positive = good on both sides
O,orb,0.5683033249934003,0.0900265468476284,lam_x3,2009-2011,2010.0,2009,2011,21341.4,ORB (offense),D flipped: positive = good on both sides
O,drb,0.054006235693936276,0.05146653021079234,lam_x3,2009-2011,2010.0,2009,2011,21341.4,DRB (offense),D flipped: positive = good on both sides
O,ast,0.46721716785168377,0.04853992004309745,lam_x3,2009-2011,2010.0,2009,2011,21341.4,AST (offense),D flipped: positive = good on both sides
O,tov,-0.6611018534299955,0.12495190472342907,lam_x3,2009-2011,2010.0,2009,2011,21341.4,TOV (offense),D flipped: positive = good on both sides
O,stl,0.5057040853554409,0.16830153346786858,lam_x3,2009-2011,2010.0,2009,2011,21341.4,STL (offense),D flipped: positive = good on both sides
O,blk,-0.0645207927677179,0.1196281821956532,lam_x3,2009-2011,2010.0,2009,2011,21341.4,BLK (offense),D flipped: positive = good on both sides
O,pf,-0.25390503661683184,0.06475485025251086,lam_x3,2009-2011,2010.0,2009,2011,21341.4,PF (offense),D flipped: positive = good on both sides
D,fg3m,0.2557986249655681,0.17310040543351293,lam_x3,2009-2011,2010.0,2009,2011,21341.4,3PM (defense),D flipped: positive = good on both sides
D,fg3_miss,-0.2729092597230364,0.10650890637306323,lam_x3,2009-2011,2010.0,2009,2011,21341.4,3P miss (defense),D flipped: positive = good on both sides
D,fg2m,0.05425329162128177,0.06766887495563463,lam_x3,2009-2011,2010.0,2009,2011,21341.4,2PM (defense),D flipped: positive = good on both sides
D,fg2_miss,-0.18444785304475375,0.05868183356855307,lam_x3,2009-2011,2010.0,2009,2011,21341.4,2P miss (defense),D flipped: positive = good on both sides
D,ftm,-0.00947139979250447,0.05777482543533876,lam_x3,2009-2011,2010.0,2009,2011,21341.4,FTM (defense),D flipped: positive = good on both sides
D,ft_miss,0.34096778626513424,0.14611068118007553,lam_x3,2009-2011,2010.0,2009,2011,21341.4,FT miss (defense),D flipped: positive = good on both sides
D,orb,-0.1865560072491673,0.09327920960729598,lam_x3,2009-2011,2010.0,2009,2011,21341.4,ORB (defense),D flipped: positive = good on both sides
D,drb,0.5557977796324746,0.05285312531729162,lam_x3,2009-2011,2010.0,2009,2011,21341.4,DRB (defense),D flipped: positive = good on both sides
D,ast,0.1201122396595964,0.04997971170999027,lam_x3,2009-2011,2010.0,2009,2011,21341.4,AST (defense),D flipped: positive = good on both sides
D,tov,-0.5782533517163437,0.13086179298312475,lam_x3,2009-2011,2010.0,2009,2011,21341.4,TOV (defense),D flipped: positive = good on both sides
D,stl,1.3899081496972219,0.17619826364320915,lam_x3,2009-2011,2010.0,2009,2011,21341.4,STL (defense),D flipped: positive = good on both sides
D,blk,0.6763929832790198,0.12338754226419961,lam_x3,2009-2011,2010.0,2009,2011,21341.4,BLK (defense),D flipped: positive = good on both sides
D,pf,-0.01524655394703123,0.0667153513977814,lam_x3,2009-2011,2010.0,2009,2011,21341.4,PF (defense),D flipped: positive = good on both sides
O,fg3m,0.9279599899132922,0.21812653306149243,lam_div3,2009-2011,2010.0,2009,2011,2371.2666666666664,3PM (offense),D flipped: positive = good on both sides
O,fg3_miss,0.13363208079131172,0.13354073269108918,lam_div3,2009-2011,2010.0,2009,2011,2371.2666666666664,3P miss (offense),D flipped: positive = good on both sides
O,fg2m,0.5665698275241309,0.08488354216736098,lam_div3,2009-2011,2010.0,2009,2011,2371.2666666666664,2PM (offense),D flipped: positive = good on both sides
O,fg2_miss,-0.45445086163036513,0.07570127637737198,lam_div3,2009-2011,2010.0,2009,2011,2371.2666666666664,2P miss (offense),D flipped: positive = good on both sides
O,ftm,0.5663390869386731,0.07442775441105418,lam_div3,2009-2011,2010.0,2009,2011,2371.2666666666664,FTM (offense),D flipped: positive = good on both sides
O,ft_miss,-0.2990674320747291,0.18818311276774438,lam_div3,2009-2011,2010.0,2009,2011,2371.2666666666664,FT miss (offense),D flipped: positive = good on both sides
O,orb,0.5915794972099426,0.11621018863012225,lam_div3,2009-2011,2010.0,2009,2011,2371.2666666666664,ORB (offense),D flipped: positive = good on both sides
O,drb,0.05441722612202086,0.06382603997295355,lam_div3,2009-2011,2010.0,2009,2011,2371.2666666666664,DRB (offense),D flipped: positive = good on both sides
O,ast,0.45115130608610254,0.06115481025066939,lam_div3,2009-2011,2010.0,2009,2011,2371.2666666666664,AST (offense),D flipped: positive = good on both sides
O,tov,-0.5788359657278714,0.17322083681414377,lam_div3,2009-2011,2010.0,2009,2011,2371.2666666666664,TOV (offense),D flipped: positive = good on both sides
O,stl,0.45380093192747134,0.23129527655836574,lam_div3,2009-2011,2010.0,2009,2011,2371.2666666666664,STL (offense),D flipped: positive = good on both sides
O,blk,-0.0764607532915903,0.150393500380985,lam_div3,2009-2011,2010.0,2009,2011,2371.2666666666664,BLK (offense),D flipped: positive = good on both sides
O,pf,-0.30979168823931275,0.08246493769688472,lam_div3,2009-2011,2010.0,2009,2011,2371.2666666666664,PF (offense),D flipped: positive = good on both sides
D,fg3m,0.28364833751891305,0.239597316329512,lam_div3,2009-2011,2010.0,2009,2011,2371.2666666666664,3PM (defense),D flipped: positive = good on both sides
D,fg3_miss,-0.339469591828444,0.14649319079251671,lam_div3,2009-2011,2010.0,2009,2011,2371.2666666666664,3P miss (defense),D flipped: positive = good on both sides
D,fg2m,0.08881736900904295,0.09309624690242548,lam_div3,2009-2011,2010.0,2009,2011,2371.2666666666664,2PM (defense),D flipped: positive = good on both sides
D,fg2_miss,-0.189996120769598,0.0838575606600697,lam_div3,2009-2011,2010.0,2009,2011,2371.2666666666664,2P miss (defense),D flipped: positive = good on both sides
D,ftm,-0.008699399365567573,0.08228659983778153,lam_div3,2009-2011,2010.0,2009,2011,2371.2666666666664,FTM (defense),D flipped: positive = good on both sides
D,ft_miss,0.2557742728861128,0.20768853219976116,lam_div3,2009-2011,2010.0,2009,2011,2371.2666666666664,FT miss (defense),D flipped: positive = good on both sides
D,orb,-0.16352905614666452,0.12719996503310735,lam_div3,2009-2011,2010.0,2009,2011,2371.2666666666664,ORB (defense),D flipped: positive = good on both sides
D,drb,0.4261262744491999,0.06932717591561788,lam_div3,2009-2011,2010.0,2009,2011,2371.2666666666664,DRB (defense),D flipped: positive = good on both sides
D,ast,0.04630110683530958,0.06640862863509578,lam_div3,2009-2011,2010.0,2009,2011,2371.2666666666664,AST (defense),D flipped: positive = good on both sides
D,tov,-0.447849554198944,0.19285955912924976,lam_div3,2009-2011,2010.0,2009,2011,2371.2666666666664,TOV (defense),D flipped: positive = good on both sides
D,stl,1.4038287755708958,0.2576203684968083,lam_div3,2009-2011,2010.0,2009,2011,2371.2666666666664,STL (defense),D flipped: positive = good on both sides
D,blk,0.6506832828379616,0.16408926605202256,lam_div3,2009-2011,2010.0,2009,2011,2371.2666666666664,BLK (defense),D flipped: positive = good on both sides
D,pf,-0.05913653120438159,0.09020323191739484,lam_div3,2009-2011,2010.0,2009,2011,2371.2666666666664,PF (defense),D flipped: positive = good on both sides
O,fg3m,0.9288224093861773,0.18611005920755752,gt_half,2009-2011,2010.0,2009,2011,7113.8,3PM (offense),D flipped: positive = good on both sides
O,fg3_miss,0.12281516984090268,0.11444925038463681,gt_half,2009-2011,2010.0,2009,2011,7113.8,3P miss (offense),D flipped: positive = good on both sides
O,fg2m,0.5798353459662926,0.07254928680292777,gt_half,2009-2011,2010.0,2009,2011,7113.8,2PM (offense),D flipped: positive = good on both sides
O,fg2_miss,-0.46656332533561784,0.06332915735233283,gt_half,2009-2011,2010.0,2009,2011,7113.8,2P miss (offense),D flipped: positive = good on both sides
O,ftm,0.5714110798898955,0.062168883875841824,gt_half,2009-2011,2010.0,2009,2011,7113.8,FTM (offense),D flipped: positive = good on both sides
O,ft_miss,-0.26451682775969243,0.15790401490495695,gt_half,2009-2011,2010.0,2009,2011,7113.8,FT miss (offense),D flipped: positive = good on both sides
O,orb,0.5805112409172034,0.09979616077258943,gt_half,2009-2011,2010.0,2009,2011,7113.8,ORB (offense),D flipped: positive = good on both sides
O,drb,0.05627853310879581,0.055866610270948934,gt_half,2009-2011,2010.0,2009,2011,7113.8,DRB (offense),D flipped: positive = good on both sides
O,ast,0.4646658270125753,0.05306936891661477,gt_half,2009-2011,2010.0,2009,2011,7113.8,AST (offense),D flipped: positive = good on both sides
O,tov,-0.6324254180328913,0.14243908331821262,gt_half,2009-2011,2010.0,2009,2011,7113.8,TOV (offense),D flipped: positive = good on both sides
O,stl,0.465385474042979,0.1905062602030897,gt_half,2009-2011,2010.0,2009,2011,7113.8,STL (offense),D flipped: positive = good on both sides
O,blk,-0.07066400322474994,0.13056759665191875,gt_half,2009-2011,2010.0,2009,2011,7113.8,BLK (offense),D flipped: positive = good on both sides
O,pf,-0.26955215038082875,0.07134328658328228,gt_half,2009-2011,2010.0,2009,2011,7113.8,PF (offense),D flipped: positive = good on both sides
D,fg3m,0.2613248387203318,0.19808596079592167,gt_half,2009-2011,2010.0,2009,2011,7113.8,3PM (defense),D flipped: positive = good on both sides
D,fg3_miss,-0.3057906998821791,0.12172901853614647,gt_half,2009-2011,2010.0,2009,2011,7113.8,3P miss (defense),D flipped: positive = good on both sides
D,fg2m,0.0795509524848533,0.07707172843372738,gt_half,2009-2011,2010.0,2009,2011,7113.8,2PM (defense),D flipped: positive = good on both sides
D,fg2_miss,-0.19297090556489016,0.06804543483667272,gt_half,2009-2011,2010.0,2009,2011,7113.8,2P miss (defense),D flipped: positive = good on both sides
D,ftm,-0.007982254553202749,0.06661577681488705,gt_half,2009-2011,2010.0,2009,2011,7113.8,FTM (defense),D flipped: positive = good on both sides
D,ft_miss,0.2869661720168365,0.1692483088768936,gt_half,2009-2011,2010.0,2009,2011,7113.8,FT miss (defense),D flipped: positive = good on both sides
D,orb,-0.20199200118872057,0.10600645992172623,gt_half,2009-2011,2010.0,2009,2011,7113.8,ORB (defense),D flipped: positive = good on both sides
D,drb,0.5034281921436609,0.058674175305018075,gt_half,2009-2011,2010.0,2009,2011,7113.8,DRB (defense),D flipped: positive = good on both sides
D,ast,0.08931904413957203,0.055954748675680434,gt_half,2009-2011,2010.0,2009,2011,7113.8,AST (defense),D flipped: positive = good on both sides
D,tov,-0.5278801749412211,0.15393340948688092,gt_half,2009-2011,2010.0,2009,2011,7113.8,TOV (defense),D flipped: positive = good on both sides
D,stl,1.3965594346436794,0.20556974576633377,gt_half,2009-2011,2010.0,2009,2011,7113.8,STL (defense),D flipped: positive = good on both sides
D,blk,0.6749957079834155,0.13784042547889092,gt_half,2009-2011,2010.0,2009,2011,7113.8,BLK (defense),D flipped: positive = good on both sides
D,pf,-0.016918728299452554,0.0753879818263171,gt_half,2009-2011,2010.0,2009,2011,7113.8,PF (defense),D flipped: positive = good on both sides
O,fg3m,0.9071934634587513,0.18750339120150594,gt_zero,2009-2011,2010.0,2009,2011,7113.8,3PM (offense),D flipped: positive = good on both sides
O,fg3_miss,0.13072635563471602,0.11545661111149277,gt_zero,2009-2011,2010.0,2009,2011,7113.8,3P miss (offense),D flipped: positive = good on both sides
O,fg2m,0.5852690283960864,0.07297929606928405,gt_zero,2009-2011,2010.0,2009,2011,7113.8,2PM (offense),D flipped: positive = good on both sides
O,fg2_miss,-0.4759391788897075,0.06360164211685894,gt_zero,2009-2011,2010.0,2009,2011,7113.8,2P miss (offense),D flipped: positive = good on both sides
O,ftm,0.5656460323638315,0.062169451220015826,gt_zero,2009-2011,2010.0,2009,2011,7113.8,FTM (offense),D flipped: positive = good on both sides
O,ft_miss,-0.28963425997823367,0.15854625036126963,gt_zero,2009-2011,2010.0,2009,2011,7113.8,FT miss (offense),D flipped: positive = good on both sides
O,orb,0.5833033749526106,0.100355417278792,gt_zero,2009-2011,2010.0,2009,2011,7113.8,ORB (offense),D flipped: positive = good on both sides
O,drb,0.061322102933860395,0.05609871920950038,gt_zero,2009-2011,2010.0,2009,2011,7113.8,DRB (offense),D flipped: positive = good on both sides
O,ast,0.46596111799958506,0.05322891299717634,gt_zero,2009-2011,2010.0,2009,2011,7113.8,AST (offense),D flipped: positive = good on both sides
O,tov,-0.6369817820953845,0.14283557686157924,gt_zero,2009-2011,2010.0,2009,2011,7113.8,TOV (offense),D flipped: positive = good on both sides
O,stl,0.4505753580904872,0.19049817658164153,gt_zero,2009-2011,2010.0,2009,2011,7113.8,STL (offense),D flipped: positive = good on both sides
O,blk,-0.07413104098223705,0.1309512285274134,gt_zero,2009-2011,2010.0,2009,2011,7113.8,BLK (offense),D flipped: positive = good on both sides
O,pf,-0.26344164664947256,0.0720276603558627,gt_zero,2009-2011,2010.0,2009,2011,7113.8,PF (offense),D flipped: positive = good on both sides
D,fg3m,0.26591512160937025,0.19957247739804634,gt_zero,2009-2011,2010.0,2009,2011,7113.8,3PM (defense),D flipped: positive = good on both sides
D,fg3_miss,-0.31684568926236045,0.12280673770177006,gt_zero,2009-2011,2010.0,2009,2011,7113.8,3P miss (defense),D flipped: positive = good on both sides
D,fg2m,0.07835446612925545,0.07752625876911162,gt_zero,2009-2011,2010.0,2009,2011,7113.8,2PM (defense),D flipped: positive = good on both sides
D,fg2_miss,-0.19126958081244771,0.06834727184495333,gt_zero,2009-2011,2010.0,2009,2011,7113.8,2P miss (defense),D flipped: positive = good on both sides
D,ftm,-0.006600458239335416,0.06662395711852785,gt_zero,2009-2011,2010.0,2009,2011,7113.8,FTM (defense),D flipped: positive = good on both sides
D,ft_miss,0.2787814888174702,0.17000346815381612,gt_zero,2009-2011,2010.0,2009,2011,7113.8,FT miss (defense),D flipped: positive = good on both sides
D,orb,-0.22508396487524363,0.1066168473417745,gt_zero,2009-2011,2010.0,2009,2011,7113.8,ORB (defense),D flipped: positive = good on both sides
D,drb,0.5212324985808113,0.05890152669059964,gt_zero,2009-2011,2010.0,2009,2011,7113.8,DRB (defense),D flipped: positive = good on both sides
D,ast,0.09207577342477091,0.056121357494658665,gt_zero,2009-2011,2010.0,2009,2011,7113.8,AST (defense),D flipped: positive = good on both sides
D,tov,-0.5338273285879672,0.15439458347479096,gt_zero,2009-2011,2010.0,2009,2011,7113.8,TOV (defense),D flipped: positive = good on both sides
D,stl,1.400812468392882,0.2055459794199054,gt_zero,2009-2011,2010.0,2009,2011,7113.8,STL (defense),D flipped: positive = good on both sides
D,blk,0.6786899036826166,0.13822842309043223,gt_zero,2009-2011,2010.0,2009,2011,7113.8,BLK (defense),D flipped: positive = good on both sides
D,pf,-0.0028637099865616022,0.07608249181948905,gt_zero,2009-2011,2010.0,2009,2011,7113.8,PF (defense),D flipped: positive = good on both sides
O,fg3m,0.9512462694737773,0.18497148440837702,margin_bins,2009-2011,2010.0,2009,2011,7113.8,3PM (offense),D flipped: positive = good on both sides
O,fg3_miss,0.11700461542244378,0.11362615649234117,margin_bins,2009-2011,2010.0,2009,2011,7113.8,3P miss (offense),D flipped: positive = good on both sides
O,fg2m,0.5814253480568035,0.07220396601533804,margin_bins,2009-2011,2010.0,2009,2011,7113.8,2PM (offense),D flipped: positive = good on both sides
O,fg2_miss,-0.4537607841544318,0.06311831363682721,margin_bins,2009-2011,2010.0,2009,2011,7113.8,2P miss (offense),D flipped: positive = good on both sides
O,ftm,0.5783805028898569,0.06220375978369689,margin_bins,2009-2011,2010.0,2009,2011,7113.8,FTM (offense),D flipped: positive = good on both sides
O,ft_miss,-0.24525280134306524,0.15740194574820762,margin_bins,2009-2011,2010.0,2009,2011,7113.8,FT miss (offense),D flipped: positive = good on both sides
O,orb,0.5757025592213381,0.09934316146916793,margin_bins,2009-2011,2010.0,2009,2011,7113.8,ORB (offense),D flipped: positive = good on both sides
O,drb,0.05498460908877206,0.05571689520984298,margin_bins,2009-2011,2010.0,2009,2011,7113.8,DRB (offense),D flipped: positive = good on both sides
O,ast,0.4688516295599924,0.05296850623243007,margin_bins,2009-2011,2010.0,2009,2011,7113.8,AST (offense),D flipped: positive = good on both sides
O,tov,-0.6259733759325823,0.1421575615599177,margin_bins,2009-2011,2010.0,2009,2011,7113.8,TOV (offense),D flipped: positive = good on both sides
O,stl,0.482115409744424,0.19061293068909851,margin_bins,2009-2011,2010.0,2009,2011,7113.8,STL (offense),D flipped: positive = good on both sides
O,blk,-0.06177544237147954,0.13032000256382503,margin_bins,2009-2011,2010.0,2009,2011,7113.8,BLK (offense),D flipped: positive = good on both sides
O,pf,-0.28726000890244535,0.07082995144794238,margin_bins,2009-2011,2010.0,2009,2011,7113.8,PF (offense),D flipped: positive = good on both sides
D,fg3m,0.25018859905563373,0.19689023021547036,margin_bins,2009-2011,2010.0,2009,2011,7113.8,3PM (defense),D flipped: positive = good on both sides
D,fg3_miss,-0.2950919472584966,0.1208632661025332,margin_bins,2009-2011,2010.0,2009,2011,7113.8,3P miss (defense),D flipped: positive = good on both sides
D,fg2m,0.08077435793749066,0.07671635601032832,margin_bins,2009-2011,2010.0,2009,2011,7113.8,2PM (defense),D flipped: positive = good on both sides
D,fg2_miss,-0.19675094616893007,0.0678181988660349,margin_bins,2009-2011,2010.0,2009,2011,7113.8,2P miss (defense),D flipped: positive = good on both sides
D,ftm,-0.015157636709818734,0.06665190019871237,margin_bins,2009-2011,2010.0,2009,2011,7113.8,FTM (defense),D flipped: positive = good on both sides
D,ft_miss,0.3041263319023262,0.16867209832802402,margin_bins,2009-2011,2010.0,2009,2011,7113.8,FT miss (defense),D flipped: positive = good on both sides
D,orb,-0.17678338138048488,0.10552310274940778,margin_bins,2009-2011,2010.0,2009,2011,7113.8,ORB (defense),D flipped: positive = good on both sides
D,drb,0.480150282829204,0.05854188661244061,margin_bins,2009-2011,2010.0,2009,2011,7113.8,DRB (defense),D flipped: positive = good on both sides
D,ast,0.0779621129393474,0.055848497517226973,margin_bins,2009-2011,2010.0,2009,2011,7113.8,AST (defense),D flipped: positive = good on both sides
D,tov,-0.5161179124273232,0.15361285628687188,margin_bins,2009-2011,2010.0,2009,2011,7113.8,TOV (defense),D flipped: positive = good on both sides
D,stl,1.37925303574909,0.20571217643341574,margin_bins,2009-2011,2010.0,2009,2011,7113.8,STL (defense),D flipped: positive = good on both sides
D,blk,0.667953416127082,0.13760319184903458,margin_bins,2009-2011,2010.0,2009,2011,7113.8,BLK (defense),D flipped: positive = good on both sides
D,pf,-0.0213346775483666,0.07487873612482641,margin_bins,2009-2011,2010.0,2009,2011,7113.8,PF (defense),D flipped: positive = good on both sides
O,fg3m,0.9490521794279956,0.1635911784029121,base,2012-2014,2013.0,2012,2014,7113.8,3PM (offense),D flipped: positive = good on both sides
O,fg3_miss,0.02331835922990859,0.10280238995733634,base,2012-2014,2013.0,2012,2014,7113.8,3P miss (offense),D flipped: positive = good on both sides
O,fg2m,0.5713980773291026,0.06997002227367695,base,2012-2014,2013.0,2012,2014,7113.8,2PM (offense),D flipped: positive = good on both sides
O,fg2_miss,-0.4969223805178926,0.05817059735832921,base,2012-2014,2013.0,2012,2014,7113.8,2P miss (offense),D flipped: positive = good on both sides
O,ftm,0.6253498746362656,0.06470426732878001,base,2012-2014,2013.0,2012,2014,7113.8,FTM (offense),D flipped: positive = good on both sides
O,ft_miss,-0.5202571156269638,0.1546338275346816,base,2012-2014,2013.0,2012,2014,7113.8,FT miss (offense),D flipped: positive = good on both sides
O,orb,0.41338054369104515,0.09133121621279577,base,2012-2014,2013.0,2012,2014,7113.8,ORB (offense),D flipped: positive = good on both sides
O,drb,-0.020672984791226583,0.0563810024307724,base,2012-2014,2013.0,2012,2014,7113.8,DRB (offense),D flipped: positive = good on both sides
O,ast,0.4170977113902513,0.05160704893728548,base,2012-2014,2013.0,2012,2014,7113.8,AST (offense),D flipped: positive = good on both sides
O,tov,-0.6742772138483235,0.1408549942584834,base,2012-2014,2013.0,2012,2014,7113.8,TOV (offense),D flipped: positive = good on both sides
O,stl,0.7836122396702513,0.1822707146107552,base,2012-2014,2013.0,2012,2014,7113.8,STL (offense),D flipped: positive = good on both sides
O,blk,-0.019629714667498785,0.12841867256812206,base,2012-2014,2013.0,2012,2014,7113.8,BLK (offense),D flipped: positive = good on both sides
O,pf,-0.29726226932509126,0.0784899661825055,base,2012-2014,2013.0,2012,2014,7113.8,PF (offense),D flipped: positive = good on both sides
D,fg3m,-0.18080909101553636,0.1732171726238671,base,2012-2014,2013.0,2012,2014,7113.8,3PM (defense),D flipped: positive = good on both sides
D,fg3_miss,-0.18538028337652482,0.10840199170862809,base,2012-2014,2013.0,2012,2014,7113.8,3P miss (defense),D flipped: positive = good on both sides
D,fg2m,-0.024703652890458096,0.07448333060327549,base,2012-2014,2013.0,2012,2014,7113.8,2PM (defense),D flipped: positive = good on both sides
D,fg2_miss,-0.23202291287402765,0.06275276613856676,base,2012-2014,2013.0,2012,2014,7113.8,2P miss (defense),D flipped: positive = good on both sides
D,ftm,0.19273075583567306,0.06968709861191935,base,2012-2014,2013.0,2012,2014,7113.8,FTM (defense),D flipped: positive = good on both sides
D,ft_miss,-0.3682426374862735,0.16704827128513985,base,2012-2014,2013.0,2012,2014,7113.8,FT miss (defense),D flipped: positive = good on both sides
D,orb,-0.22317375645193652,0.09728102237588189,base,2012-2014,2013.0,2012,2014,7113.8,ORB (defense),D flipped: positive = good on both sides
D,drb,0.3888247669485986,0.05902820948691073,base,2012-2014,2013.0,2012,2014,7113.8,DRB (defense),D flipped: positive = good on both sides
D,ast,0.11060958942718582,0.054242544951885435,base,2012-2014,2013.0,2012,2014,7113.8,AST (defense),D flipped: positive = good on both sides
D,tov,-0.4644575145222774,0.15064119678648533,base,2012-2014,2013.0,2012,2014,7113.8,TOV (defense),D flipped: positive = good on both sides
D,stl,1.4354055333410323,0.19585886176432757,base,2012-2014,2013.0,2012,2014,7113.8,STL (defense),D flipped: positive = good on both sides
D,blk,0.8680068977386235,0.13587129505095488,base,2012-2014,2013.0,2012,2014,7113.8,BLK (defense),D flipped: positive = good on both sides
D,pf,-0.08582289230927961,0.08312488805150611,base,2012-2014,2013.0,2012,2014,7113.8,PF (defense),D flipped: positive = good on both sides
O,fg3m,0.936456969014498,0.1489159571229494,lam_x3,2012-2014,2013.0,2012,2014,21341.4,3PM (offense),D flipped: positive = good on both sides
O,fg3_miss,0.03144404965011996,0.09449425047952043,lam_x3,2012-2014,2013.0,2012,2014,21341.4,3P miss (offense),D flipped: positive = good on both sides
O,fg2m,0.5881813863793706,0.06336748004285671,lam_x3,2012-2014,2013.0,2012,2014,21341.4,2PM (offense),D flipped: positive = good on both sides
O,fg2_miss,-0.5127909540754695,0.05155504783085632,lam_x3,2012-2014,2013.0,2012,2014,21341.4,2P miss (offense),D flipped: positive = good on both sides
O,ftm,0.6381059818808613,0.05724754401026597,lam_x3,2012-2014,2013.0,2012,2014,21341.4,FTM (offense),D flipped: positive = good on both sides
O,ft_miss,-0.5400988769264519,0.13587570926287965,lam_x3,2012-2014,2013.0,2012,2014,21341.4,FT miss (offense),D flipped: positive = good on both sides
O,orb,0.42469783226749225,0.0826204236149704,lam_x3,2012-2014,2013.0,2012,2014,21341.4,ORB (offense),D flipped: positive = good on both sides
O,drb,-0.01738543790916028,0.05245360709970658,lam_x3,2012-2014,2013.0,2012,2014,21341.4,DRB (offense),D flipped: positive = good on both sides
O,ast,0.3998872849414322,0.04759724704563328,lam_x3,2012-2014,2013.0,2012,2014,21341.4,AST (offense),D flipped: positive = good on both sides
O,tov,-0.6522936239235737,0.12547024855312433,lam_x3,2012-2014,2013.0,2012,2014,21341.4,TOV (offense),D flipped: positive = good on both sides
O,stl,0.7789222445937701,0.16254852066085548,lam_x3,2012-2014,2013.0,2012,2014,21341.4,STL (offense),D flipped: positive = good on both sides
O,blk,0.01867768914441427,0.11735368422368625,lam_x3,2012-2014,2013.0,2012,2014,21341.4,BLK (offense),D flipped: positive = good on both sides
O,pf,-0.28832168948338543,0.07125278953158849,lam_x3,2012-2014,2013.0,2012,2014,21341.4,PF (offense),D flipped: positive = good on both sides
D,fg3m,-0.0963662527219217,0.15386993659946488,lam_x3,2012-2014,2013.0,2012,2014,21341.4,3PM (defense),D flipped: positive = good on both sides
D,fg3_miss,-0.23109630418400312,0.09733105190555025,lam_x3,2012-2014,2013.0,2012,2014,21341.4,3P miss (defense),D flipped: positive = good on both sides
D,fg2m,-0.029365094972921287,0.06559404072476024,lam_x3,2012-2014,2013.0,2012,2014,21341.4,2PM (defense),D flipped: positive = good on both sides
D,fg2_miss,-0.23442902869960322,0.05379833153326688,lam_x3,2012-2014,2013.0,2012,2014,21341.4,2P miss (defense),D flipped: positive = good on both sides
D,ftm,0.18970188303251417,0.05983150378314645,lam_x3,2012-2014,2013.0,2012,2014,21341.4,FTM (defense),D flipped: positive = good on both sides
D,ft_miss,-0.42524756373922173,0.14221745813936829,lam_x3,2012-2014,2013.0,2012,2014,21341.4,FT miss (defense),D flipped: positive = good on both sides
D,orb,-0.209781918877213,0.08562884555369198,lam_x3,2012-2014,2013.0,2012,2014,21341.4,ORB (defense),D flipped: positive = good on both sides
D,drb,0.44483162921293495,0.05371996901617068,lam_x3,2012-2014,2013.0,2012,2014,21341.4,DRB (defense),D flipped: positive = good on both sides
D,ast,0.12631465419522264,0.04883239327207481,lam_x3,2012-2014,2013.0,2012,2014,21341.4,AST (defense),D flipped: positive = good on both sides
D,tov,-0.44762920688128804,0.13042061050013168,lam_x3,2012-2014,2013.0,2012,2014,21341.4,TOV (defense),D flipped: positive = good on both sides
D,stl,1.4287594911730062,0.169668754483601,lam_x3,2012-2014,2013.0,2012,2014,21341.4,STL (defense),D flipped: positive = good on both sides
D,blk,0.8247460290238807,0.12114103960187658,lam_x3,2012-2014,2013.0,2012,2014,21341.4,BLK (defense),D flipped: positive = good on both sides
D,pf,-0.08857356893360108,0.07344090652872393,lam_x3,2012-2014,2013.0,2012,2014,21341.4,PF (defense),D flipped: positive = good on both sides
O,fg3m,0.9689605506922173,0.19057787504139334,lam_div3,2012-2014,2013.0,2012,2014,2371.2666666666664,3PM (offense),D flipped: positive = good on both sides
O,fg3_miss,0.0022439104253813174,0.11837309057039157,lam_div3,2012-2014,2013.0,2012,2014,2371.2666666666664,3P miss (offense),D flipped: positive = good on both sides
O,fg2m,0.5504362759308152,0.0825717081932726,lam_div3,2012-2014,2013.0,2012,2014,2371.2666666666664,2PM (offense),D flipped: positive = good on both sides
O,fg2_miss,-0.46926637855857467,0.07074576394382376,lam_div3,2012-2014,2013.0,2012,2014,2371.2666666666664,2P miss (offense),D flipped: positive = good on both sides
O,ftm,0.6038010271579126,0.07831554884852397,lam_div3,2012-2014,2013.0,2012,2014,2371.2666666666664,FTM (offense),D flipped: positive = good on both sides
