lam,ratio,n,corr_off,corr_def,corr_total,alpha,sd_rating
53940.17358828521,0.2872,2133,0.6019510023100045,0.5726415439486996,0.5497584737475313,0.9210689333251982,2.7382730098638537
70415.56070730239,0.2872,2133,0.6000262057665545,0.5664889360209251,0.5426975038704743,0.9365335742658377,2.715534291817203
91923.1596763094,0.2872,2133,0.5982576923048409,0.5597631053709397,0.5357960440018413,0.9494411517514454,2.696973203984712
120000.0,0.2872,2133,0.5966836280153588,0.5528193943663365,0.5292554380330438,0.9601349096724431,2.681870848452052
200.0,0.5,2133,0.5425497051363849,0.5384013914359752,0.5430083939596155,0.45557591918123164,3.8927973529951303
261.08763106611656,0.5,2133,0.5458093772162206,0.5397914626583246,0.5451112039423861,0.46263158541567495,3.8630750755017935
340.83375547858265,0.5,2133,0.5496405612307703,0.5414844489755699,0.5475706256917711,0.4712826005803561,3.827534068675449
444.93738902635585,0.5,2133,0.5540662042299163,0.5435244933890473,0.5503948609614088,0.4818210880523873,3.7855294985541303
580.8382443681718,0.5,2133,0.5590802027107888,0.5459541179388249,0.5535732913736287,0.49456231379325594,3.736540510151544
758.2484062734396,0.5,2133,0.5646376893888198,0.5488095385770628,0.5570695186302128,0.5098302151776828,3.680262462107446
989.8464007679534,0.5,2133,0.5706458917484135,0.5521137331841961,0.5608135670986147,0.5279334262330404,3.6167095651278083
1292.1832594791324,0.5,2133,0.5769574115474964,0.5558667800535849,0.564694187509098,0.5491296935978304,3.5463130084398564
1686.8653306034985,0.5,2133,0.5833686962008201,0.560033207762958,0.568552843982402,0.573577689388299,3.469994281064255
2202.0983654741444,0.5,2133,0.5896272208000871,0.5645268091451082,0.5721816931230168,0.6012779770182994,3.389191006755059
2874.703228081056,0.5,2133,0.5954505350198134,0.5691949151610624,0.5753285091764692,0.6320100659268277,3.3058147800520397
3752.747279189005,0.5,2133,0.6005578061707687,0.5738065920074358,0.5777116858095633,0.6652801091055837,3.2221284225907842
4898.979485566359,0.5,2133,0.6047097001436553,0.5780519729311365,0.5790474895974835,0.7003015997277139,3.1405445172489985
6395.314742640107,0.5,2133,0.607747150206368,0.5815611753499238,0.5790888388739116,0.7360336718551908,3.0633675625416177
8348.687880390582,0.5,2133,0.6096170783035547,0.5839483166123113,0.5776697887787375,0.7712906893520636,2.992524863145981
