c_def,mse,d,se,rank_total,rank_def,z
0.0,3996.4609687878374,2.6143838775677977,0.7743284962689166,0.89205514803556,0.8872803023999136,3.3763239893212558
0.1,3995.8988557289645,2.0522708186950696,0.7062563410892051,0.8868011218337236,0.884523091504261,2.905844095544699
0.3,3994.975079391962,1.1284944816929054,0.563939030586929,0.8684467172827509,0.8609857203900816,2.001093062344711
0.5,3994.3185694292856,0.47198451901667793,0.4133227391387833,0.8455254225617951,0.8294720260142511,1.1419272987499425
0.7,3993.9293258409352,0.08274093066584101,0.25433255703753554,0.8190048945240572,0.794438592820404,0.32532575313835943
1.0,3993.8465849102695,0.0,0.0,0.7785168932390998,0.7500119448791058,
