window,window_mid,player_id,player_name,poss_off,poss_def,shrinkage,prior_off,prior_def,prior_total,boost_off,boost_def,boost_total,u_off,u_def,u_total,u_plain_off,u_plain_def,u_plain_total,rapm_mm_off,rapm_mm_def,rapm_mm_total,rating_off,rating_def,rating_total,prior_off_po,prior_total_po,rapm_mm_off_po,rapm_mm_total_po,prior_def_po,rapm_mm_def_po,rating_off_po,rating_def_po,rating_total_po,rating_off_raw,rating_def_raw,rating_off_po_raw,rating_def_po_raw,key,player_name_con,team,adj_offense,adj_defense,adj_overall,z_ours_total,z_con_total,d_total,rk_ours_total,rk_con_total,dr_total,z_ours_off,z_con_off,d_off,rk_ours_off,rk_con_off,dr_off,z_ours_def,z_con_def,d_def,rk_ours_def,rk_con_def,dr_def,bigness,minutes,orb,blk,drb,ast,fg3m,archetype,mins_bucket
2024-2026,2025.0,1641764,Brandin Podziemski,12345.0,12368.0,0.402,-0.073,-0.0,-0.073,-0.615,-0.017,-0.632,-0.132,0.847,0.715,-0.132,0.847,0.715,-0.205,0.847,0.643,-0.19,0.915,0.725,-0.277,-0.277,-0.409,0.438,-0.0,0.847,-0.377,0.915,0.538,-0.205,0.847,-0.409,0.847,brandin podziemski,Brandin Podziemski,Golden State Warriors,0.1,1.6,1.8,0.355,0.902,-0.547,154.0,85.5,-68.5,0.066,0.271,-0.205,196.0,153.5,-42.5,0.582,1.434,-0.852,126.0,39.0,-87.0,0.18,6022.0,1.524,0.251,5.476,4.765,2.14,wing,3000+
2024-2026,2025.0,1626220,Royce O'Neale,12345.0,12328.0,0.402,-0.78,-0.0,-0.78,-0.109,-0.02,-0.129,-0.276,0.35,0.074,-0.276,0.35,0.074,-1.056,0.35,-0.706,-0.949,0.37,-0.579,-0.072,-0.072,-0.348,0.002,-0.0,0.35,-0.322,0.37,0.049,-1.056,0.35,-0.348,0.35,royce oneale,Royce O'Neale,Phoenix Suns,-1.2,-0.7,-2.0,-0.188,-0.658,0.47,253.0,348.0,95.0,-0.356,-0.393,0.037,281.0,296.5,15.5,0.15,-0.671,0.821,197.0,358.0,161.0,0.27,6007.0,1.031,0.653,5.55,3.536,3.278,wing,3000+
2024-2026,2025.0,1641718,Keyonte George,12355.0,12377.0,0.402,0.568,-0.0,0.568,-0.269,-0.228,-0.497,-0.687,-2.909,-3.596,-0.687,-2.909,-3.596,-0.119,-2.909,-3.028,-0.11,-2.72,-2.83,0.252,0.252,-0.435,-3.344,-0.0,-2.909,-0.4,-2.72,-3.12,-0.119,-2.909,-0.435,-2.909,keyonte george,Keyonte George,Utah Jazz,1.0,-2.7,-1.7,-1.124,-0.535,-0.59,424.0,320.5,-103.5,0.111,0.732,-0.621,181.0,92.5,-88.5,-2.303,-2.502,0.2,474.0,474.0,0.0,-2.609,5917.0,0.389,0.183,3.644,6.334,2.768,guard,3000+
2024-2026,2025.0,1630581,Josh Giddey,12386.0,12389.0,0.403,0.804,-0.0,0.804,0.576,0.08,0.656,0.1,-0.799,-0.698,0.1,-0.799,-0.698,0.905,-0.799,0.106,0.883,-0.789,0.094,1.061,1.061,1.161,0.363,-0.0,-0.799,1.141,-0.789,0.352,0.905,-0.799,1.161,-0.799,josh giddey,Josh Giddey,Chicago Bulls,0.5,-0.6,-0.2,0.092,0.081,0.011,190.0,198.0,8.0,0.663,0.476,0.187,94.0,119.5,25.5,-0.77,-0.58,-0.19,361.0,338.5,-22.5,-0.12,5859.0,1.874,0.713,7.515,8.498,1.782,wing,3000+
2024-2026,2025.0,1630224,Jalen Green,12543.0,12538.0,0.406,0.474,-0.0,0.474,0.506,-0.03,0.477,-0.045,-0.893,-0.938,-0.045,-0.893,-0.938,0.428,-0.893,-0.465,0.412,-0.877,-0.465,-0.185,-0.185,-0.23,-1.124,-0.0,-0.893,-0.214,-0.877,-1.091,0.428,-0.893,-0.23,-0.893,jalen green,Jalen Green,Phoenix Suns,-0.2,-0.2,-0.4,-0.14,-0.001,-0.14,242.0,214.0,-28.0,0.401,0.118,0.283,134.0,179.5,45.5,-0.84,-0.214,-0.627,376.0,264.0,-112.0,-0.736,6127.0,0.599,0.37,4.783,3.901,2.973,guard,3000+
2024-2026,2025.0,201939,Stephen Curry,12604.0,12544.0,0.407,5.642,-0.0,5.642,0.378,0.029,0.408,0.38,-0.888,-0.509,0.38,-0.888,-0.509,6.022,-0.888,5.133,6.212,-0.873,5.34,6.772,6.772,7.152,6.264,-0.0,-0.888,7.378,-0.873,6.506,6.022,-0.888,7.152,-0.888,stephen curry,Stephen Curry,Golden State Warriors,6.2,-1.2,5.0,2.275,2.216,0.059,12.0,10.5,-1.5,3.628,3.39,0.238,5.0,5.5,0.5,-0.836,-1.129,0.293,374.0,418.0,44.0,-2.794,6000.0,0.564,0.45,4.2,6.018,5.148,guard,3000+
2024-2026,2025.0,1628398,Kyle Kuzma,12651.0,12617.0,0.408,-1.129,-0.0,-1.129,-0.52,0.243,-0.276,-1.001,-1.35,-2.351,-1.001,-1.35,-2.351,-2.131,-1.35,-3.481,-1.83,-1.288,-3.118,-1.766,-1.766,-2.767,-4.117,-0.0,-1.35,-2.292,-1.288,-3.58,-2.131,-1.35,-2.767,-1.35,kyle kuzma,Kyle Kuzma,Milwaukee Bucks,-2.4,-1.1,-3.5,-1.245,-1.274,0.029,438.0,440.5,2.5,-0.846,-1.007,0.16,398.0,418.0,20.0,-1.166,-1.038,-0.129,426.0,405.0,-21.0,0.676,6026.0,1.034,0.574,5.819,3.776,1.971,wing,3000+
2024-2026,2025.0,1629675,Naz Reid,12697.0,12702.0,0.409,0.333,-0.0,0.333,-0.024,0.029,0.005,-0.189,1.391,1.202,-0.189,1.391,1.202,0.144,1.391,1.536,0.137,1.541,1.677,1.032,1.032,0.843,2.235,-0.0,1.391,0.821,1.541,2.362,0.144,1.391,0.843,1.391,naz reid,Naz Reid,Minnesota Timberwolves,-0.7,1.3,0.6,0.751,0.41,0.342,93.0,145.5,52.5,0.248,-0.138,0.386,155.0,236.5,81.5,1.079,1.16,-0.081,59.0,60.0,1.0,2.241,6178.0,1.486,1.299,6.556,2.663,2.949,big,3000+
2024-2026,2025.0,1626167,Myles Turner,12743.0,12724.0,0.41,0.472,-0.0,0.472,-0.185,-0.07,-0.255,-0.236,1.475,1.238,-0.236,1.475,1.238,0.235,1.475,1.71,0.224,1.643,1.867,1.558,1.558,1.321,2.796,-0.0,1.475,1.302,1.643,2.944,0.235,1.475,1.321,1.475,myles turner,Myles Turner,Milwaukee Bucks,-0.9,0.1,-0.8,0.83,-0.165,0.995,82.0,244.0,162.0,0.297,-0.24,0.537,146.0,264.5,118.5,1.16,0.061,1.099,52.0,210.0,158.0,4.016,6163.0,1.624,2.354,6.449,1.834,2.448,big,3000+
2024-2026,2025.0,203471,Dennis Schröder,12812.0,12829.0,0.411,-0.684,-0.0,-0.684,-0.433,-0.07,-0.503,0.129,-1.322,-1.194,0.129,-1.322,-1.194,-0.556,-1.322,-1.878,-0.51,-1.264,-1.773,-0.997,-0.997,-0.868,-2.191,-0.0,-1.322,-0.786,-1.264,-2.05,-0.556,-1.322,-0.868,-1.322,dennis schroder,Dennis Schroder,Cleveland Cavaliers,-1.3,-0.8,-2.1,-0.685,-0.699,0.014,357.0,359.0,2.0,-0.112,-0.444,0.333,230.0,308.5,78.5,-1.147,-0.763,-0.384,423.0,372.5,-50.5,-2.599,6291.0,0.567,0.229,3.039,7.056,1.946,guard,3000+
2024-2026,2025.0,1629652,Luguentz Dort,12823.0,12822.0,0.411,-1.712,-0.0,-1.712,0.064,-0.1,-0.037,0.464,0.751,1.214,0.464,0.751,1.214,-1.249,0.751,-0.498,-1.113,0.808,-0.305,-1.383,-1.383,-0.919,-0.169,-0.0,0.751,-0.831,0.808,-0.023,-1.249,0.751,-0.919,0.751,luguentz dort,Luguentz Dort,Oklahoma City Thunder,-0.6,0.2,-0.4,-0.074,-0.001,-0.073,225.0,214.0,-11.0,-0.447,-0.086,-0.361,306.0,221.5,-84.5,0.497,0.153,0.345,136.0,191.5,55.5,1.019,6173.0,1.277,0.659,3.517,1.825,2.648,wing,3000+
2024-2026,2025.0,1628386,Jarrett Allen,12882.0,12903.0,0.412,1.738,-0.0,1.738,-0.435,-0.065,-0.499,0.459,1.508,1.967,0.459,1.508,1.967,2.197,1.508,3.705,2.231,1.684,3.915,1.358,1.358,1.817,3.325,-0.0,1.508,1.826,1.684,3.51,2.197,1.508,1.817,1.508,jarrett allen,Jarrett Allen,Cleveland Cavaliers,2.4,1.5,3.9,1.682,1.764,-0.082,27.0,24.5,-2.5,1.413,1.447,-0.034,36.0,38.0,2.0,1.192,1.343,-0.151,49.0,45.5,-3.5,5.833,6259.0,3.468,1.156,8.524,2.692,0.006,big,3000+
2024-2026,2025.0,1628415,Dillon Brooks,12928.0,12886.0,0.413,-1.61,-0.0,-1.61,0.014,0.048,0.061,0.112,1.178,1.29,0.112,1.178,1.29,-1.498,1.178,-0.32,-1.322,1.293,-0.029,-1.919,-1.919,-1.807,-0.629,-0.0,1.178,-1.572,1.293,-0.279,-1.498,1.178,-1.807,1.178,dillon brooks,Dillon Brooks,Phoenix Suns,0.0,0.4,0.3,0.041,0.287,-0.245,201.0,166.5,-34.5,-0.563,0.22,-0.784,338.0,163.5,-174.5,0.882,0.336,0.546,79.0,166.5,87.5,0.117,6317.0,0.975,0.199,3.151,1.972,2.542,wing,3000+
2024-2026,2025.0,203468,CJ McCollum,12964.0,12909.0,0.414,1.533,-0.0,1.533,0.266,0.187,0.453,0.064,-0.331,-0.266,0.064,-0.331,-0.266,1.597,-0.331,1.267,1.593,-0.336,1.257,1.889,1.889,1.954,1.623,-0.0,-0.331,1.972,-0.336,1.636,1.597,-0.331,1.954,-0.331,cj mccollum,CJ McCollum,Atlanta Hawks,1.8,-0.3,1.5,0.576,0.779,-0.203,116.0,101.0,-15.0,1.058,1.141,-0.082,61.0,57.5,-3.5,-0.41,-0.305,-0.105,294.0,280.0,-14.0,-1.311,6254.0,0.823,0.576,3.494,4.749,3.46,guard,3000+
2024-2026,2025.0,1630170,Devin Vassell,13105.0,13084.0,0.417,0.37,-0.0,0.37,-0.166,-0.181,-0.346,-0.079,-0.364,-0.443,-0.079,-0.364,-0.443,0.291,-0.364,-0.073,0.278,-0.369,-0.091,0.21,0.21,0.131,-0.233,-0.0,-0.364,0.124,-0.369,-0.246,0.291,-0.364,0.131,-0.364,devin vassell,Devin Vassell,San Antonio Spurs,0.8,-0.1,0.7,0.015,0.451,-0.435,210.0,139.0,-71.0,0.327,0.629,-0.302,142.0,102.0,-40.0,-0.437,-0.122,-0.315,301.0,243.0,-58.0,-0.706,6275.0,0.574,0.465,3.93,3.597,2.811,guard,3000+
2024-2026,2025.0,202699,Tobias Harris,13168.0,13183.0,0.418,-0.635,-0.0,-0.635,0.708,0.047,0.755,0.975,1.665,2.64,0.975,1.665,2.64,0.341,1.665,2.006,0.327,1.876,2.202,-0.968,-0.968,0.008,1.673,-0.0,1.665,0.009,1.876,1.884,0.341,1.665,0.008,1.665,tobias harris,Tobias Harris,Detroit Pistons,1.1,1.2,2.3,0.97,1.108,-0.138,76.0,66.5,-9.5,0.354,0.783,-0.429,140.0,86.5,-53.5,1.345,1.068,0.276,41.0,65.5,24.5,1.444,6427.0,1.12,0.723,5.646,3.002,1.479,wing,3000+
2024-2026,2025.0,1628978,Donte DiVincenzo,13176.0,13201.0,0.418,1.19,-0.0,1.19,-0.568,-0.175,-0.743,-0.023,0.493,0.47,-0.023,0.493,0.47,1.167,0.493,1.66,1.147,0.524,1.67,1.884,1.884,1.861,2.354,-0.0,0.493,1.873,0.524,2.397,1.167,0.493,1.861,0.493,donte divincenzo,Donte DiVincenzo,Minnesota Timberwolves,0.6,0.7,1.2,0.748,0.656,0.092,94.0,115.5,21.5,0.81,0.527,0.283,76.0,113.0,37.0,0.272,0.61,-0.339,173.0,125.0,-48.0,-1.106,6465.0,0.902,0.484,3.892,4.199,3.903,guard,3000+
2024-2026,2025.0,1630202,Payton Pritchard,13187.0,13106.0,0.418,2.394,-0.0,2.394,0.463,0.253,0.717,0.663,-0.38,0.283,0.663,-0.38,0.283,3.057,-0.38,2.678,3.147,-0.385,2.762,2.748,2.748,3.411,3.031,-0.0,-0.38,3.519,-0.385,3.133,3.057,-0.38,3.411,-0.38,payton pritchard,Payton Pritchard,Boston Celtics,3.4,-0.3,3.1,1.203,1.436,-0.233,59.0,39.0,-20.0,1.923,1.959,-0.036,24.0,22.5,-1.5,-0.45,-0.305,-0.144,305.0,280.0,-25.0,-1.436,6659.0,1.303,0.162,3.476,5.233,3.319,guard,3000+
2024-2026,2025.0,203944,Julius Randle,13275.0,13276.0,0.42,1.37,-0.0,1.37,0.09,0.18,0.271,0.317,-0.452,-0.136,0.317,-0.452,-0.136,1.686,-0.452,1.234,1.687,-0.456,1.231,0.629,0.629,0.946,0.493,-0.0,-0.452,0.924,-0.456,0.468,1.686,-0.452,0.946,-0.452,julius randle,Julius Randle,Minnesota Timberwolves,1.4,-0.8,0.7,0.566,0.451,0.115,117.0,139.0,22.0,1.111,0.936,0.175,55.0,72.5,17.5,-0.506,-0.763,0.257,319.0,372.5,53.5,0.829,6467.0,2.088,0.256,5.94,5.288,1.631,wing,3000+
2024-2026,2025.0,203501,Tim Hardaway Jr.,13288.0,13310.0,0.42,-0.174,-0.0,-0.174,0.158,-0.209,-0.051,0.385,-1.509,-1.124,0.385,-1.509,-1.124,0.21,-1.509,-1.298,0.2,-1.427,-1.227,-0.521,-0.521,-0.137,-1.645,-0.0,-1.509,-0.126,-1.427,-1.553,0.21,-1.509,-0.137,-1.509,tim hardaway,Tim Hardaway Jr.,Denver Nuggets,-0.3,-1.4,-1.7,-0.457,-0.535,0.077,305.0,320.5,15.5,0.283,0.067,0.217,148.0,186.5,38.5,-1.277,-1.312,0.036,440.0,441.0,1.0,-0.958,6403.0,0.32,0.129,3.295,2.08,3.39,guard,3000+
2024-2026,2025.0,1641708,Amen Thompson,13378.0,13390.0,0.422,0.594,-0.0,0.594,-0.094,0.351,0.258,0.553,1.411,1.964,0.553,1.411,1.964,1.147,1.411,2.558,1.126,1.565,2.691,0.273,0.273,0.825,2.237,-0.0,1.411,0.803,1.565,2.368,1.147,1.411,0.825,1.411,amen thompson,Amen Thompson,Houston Rockets,2.1,2.1,4.2,1.173,1.888,-0.714,61.0,17.0,-44.0,0.798,1.294,-0.495,78.0,45.0,-33.0,1.098,1.892,-0.794,55.0,19.5,-35.5,3.325,6566.0,3.153,0.959,5.549,4.649,0.318,big,3000+
2024-2026,2025.0,1628384,OG Anunoby,13396.0,13377.0,0.422,0.328,-0.0,0.328,0.003,-0.072,-0.069,0.539,2.579,3.118,0.539,2.579,3.118,0.867,2.579,3.446,0.845,2.984,3.829,0.562,0.562,1.101,3.68,-0.0,2.579,1.08,2.984,4.065,0.867,2.579,1.101,2.579,og anunoby,OG Anunoby,New York Knicks,0.9,1.5,2.4,1.647,1.149,0.498,29.0,59.5,30.5,0.642,0.68,-0.038,98.0,97.5,-0.5,2.225,1.343,0.882,16.0,45.5,29.5,1.109,6637.0,1.242,0.808,3.732,2.256,2.332,wing,3000+
2024-2026,2025.0,1630217,Desmond Bane,13512.0,13453.0,0.424,1.613,-0.0,1.613,0.263,0.133,0.396,0.089,0.535,0.624,0.089,0.535,0.624,1.701,0.535,2.236,1.703,0.57,2.273,1.897,1.897,1.986,2.521,-0.0,0.535,2.006,0.57,2.576,1.701,0.535,1.986,0.535,desmond bane,Desmond Bane,Orlando Magic,3.1,0.1,3.2,0.999,1.477,-0.478,72.0,36.5,-35.5,1.12,1.805,-0.686,54.0,27.0,-27.0,0.308,0.061,0.247,167.0,210.0,43.0,-0.839,6403.0,1.102,0.489,4.189,5.268,2.631,guard,3000+
2024-2026,2025.0,201572,Brook Lopez,13516.0,13535.0,0.424,-0.574,-0.0,-0.574,0.395,0.172,0.567,-0.175,1.79,1.614,-0.175,1.79,1.614,-0.75,1.79,1.04,-0.683,2.028,1.345,0.676,0.676,0.501,2.291,-0.0,1.79,0.482,2.028,2.511,-0.75,1.79,0.501,1.79,brook lopez,Brook Lopez,Los Angeles Clippers,-0.9,0.5,-0.4,0.613,-0.001,0.614,110.0,214.0,104.0,-0.208,-0.24,0.032,249.0,264.5,15.5,1.466,0.427,1.039,36.0,154.0,118.0,3.27,6593.0,1.513,2.315,4.401,2.004,2.19,big,3000+
2024-2026,2025.0,203084,Harrison Barnes,13583.0,13532.0,0.425,-0.087,-0.0,-0.087,0.437,-0.124,0.314,0.38,-0.193,0.187,0.38,-0.193,0.187,0.293,-0.193,0.1,0.28,-0.197,0.083,-0.12,-0.12,0.26,0.067,-0.0,-0.193,0.249,-0.197,0.052,0.293,-0.193,0.26,-0.193,harrison barnes,Harrison Barnes,San Antonio Spurs,0.5,-1.3,-0.8,0.088,-0.165,0.253,192.0,244.0,52.0,0.328,0.476,-0.148,141.0,119.5,-21.5,-0.3,-1.221,0.921,281.0,430.0,149.0,0.32,6598.0,1.233,0.207,2.979,2.09,2.423,wing,3000+
2024-2026,2025.0,1630700,Dyson Daniels,13585.0,13576.0,0.425,-0.691,-0.0,-0.691,0.802,0.194,0.995,1.157,2.018,3.175,1.157,2.018,3.175,0.465,2.018,2.483,0.448,2.307,2.755,-1.092,-1.092,0.065,2.083,-0.0,2.018,0.063,2.307,2.37,0.465,2.018,0.065,2.018,dyson daniels,Dyson Daniels,Atlanta Hawks,1.6,2.6,4.1,1.2,1.847,-0.647,60.0,19.0,-41.0,0.421,1.038,-0.617,127.0,64.0,-63.0,1.687,2.35,-0.663,30.0,9.5,-20.5,1.12,6457.0,2.063,0.619,4.655,5.274,0.803,wing,3000+
2024-2026,2025.0,1629632,Coby White,13601.0,13595.0,0.426,1.044,-0.0,1.044,0.307,0.223,0.529,0.684,-0.527,0.157,0.684,-0.527,0.157,1.728,-0.527,1.201,1.732,-0.529,1.203,0.901,0.901,1.585,1.058,-0.0,-0.527,1.58,-0.529,1.051,1.728,-0.527,1.585,-0.527,coby white,Coby White,Charlotte Hornets,2.7,-0.7,2.0,0.554,0.984,-0.431,122.0,79.0,-43.0,1.136,1.601,-0.465,52.0,34.0,-18.0,-0.564,-0.671,0.108,334.0,358.0,24.0,-1.883,6578.0,0.471,0.213,3.913,5.117,2.955,guard,3000+
2024-2026,2025.0,1628378,Donovan Mitchell,13605.0,13534.0,0.426,4.69,-0.0,4.69,-0.124,-0.052,-0.175,-0.284,1.749,1.464,-0.284,1.749,1.464,4.406,1.749,6.154,4.545,1.978,6.523,4.454,4.454,4.17,5.919,-0.0,1.749,4.302,1.978,6.28,4.406,1.749,4.17,1.749,donovan mitchell,Donovan Mitchell,Cleveland Cavaliers,4.9,0.4,5.3,2.768,2.339,0.428,7.0,7.0,0.0,2.7,2.725,-0.025,10.0,9.0,-1.0,1.426,0.336,1.09,37.0,166.5,129.5,-1.926,6515.0,0.845,0.37,4.227,5.995,3.531,guard,3000+
2024-2026,2025.0,1629638,Nickeil Alexander-Walker,13745.0,13738.0,0.428,0.059,-0.0,0.059,0.5,0.268,0.768,0.819,0.837,1.656,0.819,0.837,1.656,0.878,0.837,1.715,0.855,0.903,1.759,0.563,0.563,1.382,2.219,-0.0,0.837,1.363,0.903,2.266,0.878,0.837,1.382,0.837,nickeil alexander walker,Nickeil Alexander-Walker,Atlanta Hawks,1.0,0.7,1.6,0.785,0.82,-0.035,90.0,94.0,4.0,0.648,0.732,-0.084,97.0,92.5,-4.5,0.573,0.61,-0.037,128.0,125.0,-3.0,-0.758,6602.0,0.769,0.643,3.048,3.888,2.852,guard,3000+
2024-2026,2025.0,1630578,Alperen Sengun,13821.0,13786.0,0.43,1.339,-0.0,1.339,0.433,0.185,0.617,0.388,0.965,1.353,0.388,0.965,1.353,1.727,0.965,2.692,1.731,1.049,2.78,0.861,0.861,1.25,2.214,-0.0,0.965,1.23,1.049,2.279,1.727,0.965,1.25,0.965,alperen sengun,Alperen Sengun,Houston Rockets,1.3,-0.2,1.1,1.21,0.615,0.595,56.0,120.0,64.0,1.135,0.885,0.25,53.0,77.5,24.5,0.689,-0.214,0.902,103.0,264.0,161.0,3.409,6847.0,3.47,0.967,7.124,5.936,0.494,big,3000+
2024-2026,2025.0,1631095,Jabari Smith Jr.,13846.0,13822.0,0.43,-0.902,-0.0,-0.902,0.447,-0.255,0.191,0.225,0.896,1.121,0.225,0.896,1.121,-0.677,0.896,0.219,-0.619,0.97,0.351,-0.861,-0.861,-0.636,0.26,-0.0,0.896,-0.582,0.97,0.388,-0.677,0.896,-0.636,0.896,jabari smith,Jabari Smith Jr.,Houston Rockets,0.4,0.8,1.2,0.199,0.656,-0.457,174.0,115.5,-58.5,-0.173,0.425,-0.597,241.0,129.5,-111.5,0.626,0.702,-0.076,115.0,106.0,-9.0,2.923,6841.0,1.852,0.91,6.273,1.705,2.173,big,3000+
2024-2026,2025.0,1630595,Cade Cunningham,13858.0,13853.0,0.43,1.97,-0.0,1.97,1.172,-0.014,1.158,0.415,0.539,0.954,0.415,0.539,0.954,2.385,0.539,2.924,2.431,0.574,3.005,2.021,2.021,2.436,2.975,-0.0,0.539,2.486,0.574,3.06,2.385,0.539,2.436,0.539,cade cunningham,Cade Cunningham,Detroit Pistons,3.3,0.7,4.0,1.304,1.805,-0.502,46.0,21.5,-24.5,1.525,1.907,-0.383,32.0,25.0,-7.0,0.312,0.61,-0.299,166.0,125.0,-41.0,-2.581,6699.0,0.779,0.693,4.853,9.329,2.112,guard,3000+
2024-2026,2025.0,1629029,Luka Dončić,13875.0,13823.0,0.431,6.839,-0.0,6.839,-0.6,-0.645,-1.245,0.219,1.33,1.549,0.219,1.33,1.549,7.057,1.33,8.388,7.28,1.467,8.748,6.448,6.448,6.666,7.997,-0.0,1.33,6.877,1.467,8.344,7.057,1.33,6.666,1.33,luka doncic,Luka Doncic,Los Angeles Lakers,7.3,0.7,8.0,3.694,3.448,0.246,4.0,5.0,1.0,4.222,3.952,0.27,3.0,2.0,-1.0,1.02,0.61,0.41,64.0,125.0,61.0,-2.312,6683.0,0.754,0.501,7.601,8.613,3.852,guard,3000+
2024-2026,2025.0,1630166,Deni Avdija,13883.0,13904.0,0.431,1.074,-0.0,1.074,0.821,0.173,0.994,0.684,0.079,0.762,0.684,0.079,0.762,1.758,0.079,1.837,1.764,0.083,1.847,0.639,0.639,1.323,1.402,-0.0,0.079,1.304,0.083,1.386,1.758,0.079,1.323,0.079,deni avdija,Deni Avdija,Portland Trail Blazers,2.8,-0.6,2.2,0.822,1.067,-0.245,83.0,71.5,-11.5,1.153,1.652,-0.499,49.0,31.5,-17.5,-0.078,-0.58,0.502,244.0,338.5,94.5,0.624,6621.0,1.457,0.609,6.786,5.486,1.838,wing,3000+
2024-2026,2025.0,1626157,Karl-Anthony Towns,13884.0,13771.0,0.431,2.538,-0.0,2.538,0.867,-0.31,0.558,0.524,0.489,1.012,0.524,0.489,1.012,3.062,0.489,3.55,3.151,0.519,3.67,2.802,2.802,3.326,3.814,-0.0,0.489,3.431,0.519,3.949,3.062,0.489,3.326,0.489,karl anthony towns,Karl-Anthony Towns,New York Knicks,3.3,0.1,3.4,1.581,1.559,0.021,33.0,33.0,0.0,1.925,1.907,0.018,23.0,25.0,2.0,0.268,0.061,0.207,174.0,210.0,36.0,3.832,6864.0,2.827,0.687,9.362,3.341,2.051,big,3000+
2024-2026,2025.0,202696,Nikola Vučević,13887.0,13893.0,0.431,0.935,-0.0,0.935,-0.37,0.165,-0.205,-0.185,-0.055,-0.24,-0.185,-0.055,-0.24,0.75,-0.055,0.695,0.727,-0.056,0.671,0.911,0.911,0.726,0.671,-0.0,-0.055,0.703,-0.056,0.646,0.75,-0.055,0.726,-0.055,nikola vucevic,Nikola Vucevic,Boston Celtics,-0.1,-0.4,-0.6,0.332,-0.083,0.415,158.0,230.5,72.5,0.576,0.169,0.407,109.0,171.5,62.5,-0.189,-0.397,0.208,264.0,298.5,34.5,3.458,6705.0,2.754,0.821,8.376,3.882,1.723,big,3000+
2024-2026,2025.0,1629008,Michael Porter Jr.,13907.0,13911.0,0.431,1.724,-0.0,1.724,-0.02,-0.061,-0.082,0.018,-0.36,-0.343,0.018,-0.36,-0.343,1.742,-0.36,1.382,1.747,-0.365,1.381,1.915,1.915,1.932,1.572,-0.0,-0.36,1.949,-0.365,1.583,1.742,-0.36,1.932,-0.36,michael porter,Michael Porter Jr.,Brooklyn Nets,3.7,-1.2,2.5,0.628,1.19,-0.562,106.0,54.5,-51.5,1.144,2.112,-0.968,51.0,16.0,-35.0,-0.434,-1.129,0.695,300.0,418.0,118.0,1.611,6852.0,1.644,0.546,6.089,2.338,3.095,wing,3000+
2024-2026,2025.0,1631094,Paolo Banchero,14016.0,14023.0,0.433,0.558,-0.0,0.558,0.724,0.452,1.176,-0.105,-0.685,-0.79,-0.105,-0.685,-0.79,0.453,-0.685,-0.232,0.436,-0.682,-0.247,-0.58,-0.58,-0.686,-1.37,-0.0,-0.685,-0.627,-0.682,-1.309,0.453,-0.685,-0.686,-0.685,paolo banchero,Paolo Banchero,Orlando Magic,0.8,-0.3,0.5,-0.05,0.369,-0.418,220.0,151.0,-69.0,0.414,0.629,-0.215,132.0,102.0,-30.0,-0.686,-0.305,-0.381,350.0,280.0,-70.0,0.476,6878.0,1.141,0.602,6.726,5.354,1.518,wing,3000+
2024-2026,2025.0,1627759,Jaylen Brown,14116.0,14065.0,0.435,1.668,-0.0,1.668,0.487,-0.1,0.387,-0.061,-0.523,-0.584,-0.061,-0.523,-0.584,1.607,-0.523,1.084,1.603,-0.525,1.078,0.881,0.881,0.82,0.297,-0.0,-0.523,0.798,-0.525,0.273,1.607,-0.523,0.82,-0.523,jaylen brown,Jaylen Brown,Boston Celtics,2.0,-0.5,1.4,0.502,0.738,-0.236,131.0,106.5,-24.5,1.064,1.243,-0.179,59.0,49.0,-10.0,-0.561,-0.488,-0.072,333.0,318.5,-14.5,0.104,6944.0,1.281,0.43,5.184,4.661,2.079,wing,3000+
2024-2026,2025.0,1627750,Jamal Murray,14166.0,14129.0,0.436,2.934,-0.0,2.934,0.869,-0.055,0.813,1.013,-1.558,-0.545,1.013,-1.558,-0.545,3.947,-1.558,2.389,4.072,-1.471,2.601,3.451,3.451,4.464,2.906,-0.0,-1.558,4.605,-1.471,3.135,3.947,-1.558,4.464,-1.558,jamal murray,Jamal Murray,Denver Nuggets,4.3,-1.9,2.4,1.136,1.149,-0.013,66.0,59.5,-6.5,2.437,2.419,0.019,12.0,12.0,0.0,-1.311,-1.77,0.459,445.0,467.0,22.0,-2.311,6936.0,0.618,0.524,3.706,6.862,2.834,guard,3000+
2024-2026,2025.0,1628970,Miles Bridges,14233.0,14254.0,0.437,0.654,-0.0,0.654,-0.149,0.372,0.223,-0.455,-0.624,-1.078,-0.455,-0.624,-1.078,0.2,-0.624,-0.424,0.19,-0.623,-0.433,0.019,0.019,-0.435,-1.059,-0.0,-0.624,-0.401,-0.623,-1.024,0.2,-0.624,-0.435,-0.624,miles bridges,Miles Bridges,Charlotte Hornets,0.4,-0.6,-0.3,-0.127,0.04,-0.167,239.0,206.0,-33.0,0.278,0.425,-0.147,149.0,129.5,-19.5,-0.638,-0.58,-0.059,342.0,338.5,-3.5,0.794,7001.0,1.121,0.576,6.263,3.728,2.293,wing,3000+
