lam,ratio,c,corr_total,corr_off,corr_def
989.8464007679534,0.1,0.5,0.4840191099080042,0.4848318131307988,0.4664218022030666
989.8464007679534,0.1,0.6,0.5060461947685441,0.5119238685139135,0.48608554194641085
989.8464007679534,0.1,0.7,0.5236636994765409,0.5327851518578017,0.502731622021328
989.8464007679534,0.1,0.8,0.5374966640482425,0.5488398973968186,0.5166719283492872
989.8464007679534,0.1,0.9,0.5481687310223646,0.5612249421931614,0.52823436695778
989.8464007679534,0.1,1.0,0.5562538967358145,0.5708173348152458,0.5377398418581729
989.8464007679534,0.1,1.1,0.5622535704627678,0.5782819019469034,0.5454876887001644
989.8464007679534,0.18,0.4,0.45948909751172423,0.4496923426401315,0.4471957402089595
989.8464007679534,0.18,0.5,0.48647201921998656,0.48472739438764056,0.47040397305132003
989.8464007679534,0.18,0.6,0.5083726325435398,0.5118447521967933,0.4901767879715942
989.8464007679534,0.18,0.7,0.5257803184494898,0.5327233285246551,0.506807662610141
989.8464007679534,0.18,0.8,0.5393571537229215,0.5487897371588523,0.5206386626110624
989.8464007679534,0.18,0.9,0.549755075271823,0.5611826072319746,0.5320251298538897
989.8464007679534,0.18,1.0,0.5575676582589704,0.5707802545728234,0.5413111119863531
989.8464007679534,0.18,1.1,0.5633085968626725,0.5782483712879335,0.5488143690142409
989.8464007679534,0.2872,0.4,0.462300418195794,0.44953715672181505,0.45169409410621286
989.8464007679534,0.2872,0.5,0.4892583704496648,0.4846092688931197,0.4751902435837027
989.8464007679534,0.2872,0.6,0.5109855456734705,0.5117527273435637,0.49505855408578686
989.8464007679534,0.2872,0.7,0.5281250364189162,0.5326492937623686,0.5116329115557283
989.8464007679534,0.2872,0.8,0.5413840434287623,0.5487279894391575,0.5252952149152756
989.8464007679534,0.2872,0.9,0.5514481172974635,0.5611292528243002,0.5364361914830774
989.8464007679534,0.2872,1.0,0.5589334378266843,0.5707326774177971,0.5454290615745372
989.8464007679534,0.2872,1.1,0.5643673671918129,0.5782048272226876,0.5526142609802671
989.8464007679534,0.5,0.4,0.4668037777847502,0.44927492031896804,0.45956049756228406
989.8464007679534,0.5,0.5,0.49366719220188754,0.4844059696163366,0.4834737920175404
989.8464007679534,0.5,0.6,0.5150530271104423,0.5115914829491566,0.5034107193238816
989.8464007679534,0.5,0.7,0.5317012387316367,0.5325175026609237,0.5197873110658073
989.8464007679534,0.5,0.8,0.5443976257714687,0.5486167099430173,0.533063468095608
989.8464007679534,0.5,0.9,0.5538842062970717,0.5610323172201701,0.5436968009808388
989.8464007679534,0.5,1.0,0.5608135670986146,0.5706458917484135,0.5521137331841961
989.8464007679534,0.5,1.1,0.5657338571251658,0.5781253547751906,0.5586945171926442
989.8464007679534,1.0,0.4,0.4740094355424411,0.44875247120504397,0.474733069064534
989.8464007679534,1.0,0.5,0.5005585529514084,0.48399406358041025,0.49912231972274385
989.8464007679534,1.0,0.6,0.5212040096186615,0.5112605915658877,0.5188335082356786
989.8464007679534,1.0,0.7,0.5368772450180482,0.5322450106277835,0.5344849203154645
989.8464007679534,1.0,0.8,0.5485101755571468,0.5483861704446122,0.5467153587765645
989.8464007679534,1.0,0.9,0.556943060558638,0.5608320967392645,0.5561255418685458
989.8464007679534,1.0,1.0,0.5628868730982391,0.5704678656045025,0.5632478017415508
989.8464007679534,1.0,1.1,0.5669192287981475,0.5779638663459533,0.5685356042470655
1292.1832594791324,0.1,0.4,0.4618506800616801,0.4623893501184969,0.4448127828752329
1292.1832594791324,0.1,0.5,0.48888378856623915,0.496679239286797,0.4678488354079617
1292.1832594791324,0.1,0.6,0.5107554297018504,0.5226988976736885,0.4875457504813116
1292.1832594791324,0.1,0.7,0.5280767341166215,0.5423675328571814,0.5041787453204923
1292.1832594791324,0.1,0.8,0.5415299948848055,0.5572487779648126,0.5180712826551139
1292.1832594791324,0.1,0.9,0.5517836833818386,0.5685486406865997,0.529561704681134
1292.1832594791324,0.1,1.0,0.5594436924705734,0.5771713677657839,0.538979659212121
1292.1832594791324,0.1,1.1,0.5650322037253993,0.5837861664668735,0.5466313979842893
1292.1832594791324,0.18,0.4,0.46507053758382966,0.46222070974728935,0.4494175913330536
1292.1832594791324,0.18,0.5,0.49206707505038383,0.4965532627077368,0.4727674771053298
