system,level,verdict,diff_k2,diff_k4,z_k2,z_k4,wins_k2,wins_k4
mspi_mix_rep,stint,flat,0.34114557050986605,0.24280690764650054,1.177274642546509,1.1985474822993065,12/28,10/28
mspi_rep,stint,loses,1.426343846766388,1.1400624445104282,4.721952431254913,4.170086036731418,8/28,7/28
rankmap_def3_p0,stint,loses,0.34612885950892697,0.2689705092292018,4.723399276623594,5.028102602638457,5/28,4/28
mspi_mix_rep,game,flat,-0.23853573162835978,-0.20360831600257864,-1.5073178289716314,-1.6845715678347752,17/28,17/28
mspi_rep,game,flat,-0.24440766245135798,-0.2971012946053335,-1.2247171456419574,-1.8508347036376436,16/28,20/28
rankmap_def3_p0,game,loses,0.20269052826662712,0.13948314752684357,4.4889498984050675,4.470402957089496,7/28,6/28
